EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,DistanceFromHome_KM,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,StockOptionLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,Attrition,Reason_Category,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason
EMP05210,30,Female,Married,Finance,Finance Manager,Marketing,1,Travel_Rarely,7,51231,11,12,0,0,0,1,2,No,1,3,2,4,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP05211,40,Male,Divorced,Finance,Accountant,Medical,1,Travel_Rarely,12,12000,11,22,3,1,1,6,3,Yes,1,4,2,3,4,4,4,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,Yes,Manager Change,No,Offer came too late; decision was already final
EMP05212,47,Female,Divorced,Finance,Financial Analyst,Computer Science,5,Travel_Rarely,4,61600,21,29,6,4,0,4,4,No,0,1,2,3,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05213,29,Male,Divorced,Sales,Sales Executive,Marketing,2,Travel_Frequently,15,85224,11,11,1,0,0,0,5,No,1,2,4,3,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05214,34,Male,Divorced,Marketing,Content Strategist,Medical,4,Non-Travel,5,71866,14,16,2,1,1,1,1,No,1,4,2,3,4,3,3,Yes,Relocation and personal,Relocating to another city due to family reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP05215,39,Female,Divorced,IT,System Analyst,Marketing,2,Travel_Frequently,1,33309,14,21,2,1,0,1,0,Yes,1,3,1,4,3,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05216,28,Female,Married,Marketing,Marketing Executive,Computer Science,2,Travel_Frequently,9,54267,18,10,0,0,0,0,1,Yes,1,3,4,4,3,3,4,Yes,Managerial and team conflict,Mentioned communication issues within the immediate team.,Yes,Manager Change,No,Offer came too late; decision was already final
EMP05217,30,Female,Single,Marketing,Content Strategist,Life Sciences,5,Travel_Frequently,14,108814,11,12,0,0,0,1,3,Yes,2,3,3,4,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP05218,31,Female,Divorced,R&D,Data Scientist,Medical,1,Travel_Rarely,7,44109,16,13,1,0,1,6,3,No,0,1,1,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05219,30,Male,Single,Sales,Sales Manager,Business,4,Travel_Rarely,15,113891,11,12,11,5,0,0,4,No,2,4,3,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05220,28,Female,Single,R&D,Laboratory Technician,Technical Degree,2,Travel_Rarely,5,12000,15,13,9,3,7,2,4,No,1,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05221,27,Male,Divorced,R&D,Research Scientist,Other,3,Travel_Rarely,7,69881,15,11,4,3,1,5,0,No,1,1,2,4,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05222,20,Female,Divorced,IT,IT Support,Marketing,3,Travel_Rarely,4,43450,18,2,1,0,1,5,5,Yes,0,1,3,1,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05223,27,Female,Single,Operations,Operations Executive,Marketing,5,Travel_Frequently,6,48513,17,9,0,0,0,4,1,No,2,2,3,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05224,31,Female,Married,Human Resources,HR Executive,Marketing,1,Travel_Rarely,9,28266,13,13,0,0,0,0,5,No,3,1,3,4,1,4,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP05225,34,Male,Divorced,Human Resources,Recruiter,Marketing,5,Travel_Rarely,1,77810,21,16,1,0,0,6,0,No,2,3,3,1,3,1,4,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP05226,47,Female,Single,Finance,Financial Analyst,Human Resources,5,Travel_Rarely,4,49124,11,29,1,0,0,6,3,Yes,1,3,4,4,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05227,39,Male,Married,Sales,Sales Representative,Life Sciences,4,Travel_Frequently,1,66474,14,21,1,0,1,4,3,No,1,4,4,3,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05228,29,Female,Married,Operations,Logistics Coordinator,Human Resources,4,Travel_Rarely,7,104094,15,11,2,1,1,5,2,No,3,2,4,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05229,44,Female,Single,Operations,Logistics Coordinator,Life Sciences,3,Travel_Frequently,5,49946,20,26,3,1,3,7,5,Yes,0,3,1,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05230,42,Female,Married,Operations,Operations Executive,Computer Science,3,Travel_Rarely,4,116497,12,24,9,5,0,1,2,No,0,3,4,2,1,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05231,24,Male,Married,R&D,Research Scientist,Business,3,Travel_Rarely,2,96794,17,6,2,0,2,2,2,Yes,1,2,2,1,3,4,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP05232,31,Male,Divorced,Finance,Financial Analyst,Other,5,Travel_Rarely,3,86816,19,13,2,0,0,6,0,Yes,0,3,1,2,4,3,3,Yes,Career Growth and Promotion,Pursuing an opportunity considered a step up.,Yes,Flexible Work,No,Action didn't address the actual root cause
EMP05233,28,Female,Married,IT,DevOps Engineer,Computer Science,5,Travel_Frequently,3,66765,16,15,6,2,0,5,4,Yes,0,2,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05234,56,Male,Single,IT,System Analyst,Computer Science,1,Travel_Rarely,9,44734,21,38,2,1,0,5,3,Yes,0,3,3,3,3,2,3,Yes,Career Growth and Promotion,Pursuing an opportunity considered a step up.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05235,20,Male,Single,Finance,Finance Manager,Life Sciences,1,Travel_Rarely,5,50399,16,6,1,0,0,7,3,No,1,2,2,3,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05236,20,Female,Single,Sales,Sales Representative,Human Resources,4,Travel_Rarely,15,88035,11,19,11,8,3,4,2,No,2,3,3,3,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP05237,35,Female,Divorced,Operations,Operations Manager,Other,1,Non-Travel,1,71569,11,18,12,4,0,5,2,No,1,4,3,1,4,1,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05238,39,Male,Single,Operations,Operations Manager,Life Sciences,2,Travel_Rarely,18,58360,14,21,0,0,0,4,2,No,0,3,2,4,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05239,34,Female,Divorced,Human Resources,HR Executive,Business,2,Travel_Frequently,14,58201,15,16,0,0,0,4,2,No,2,3,3,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05240,24,Female,Married,IT,System Analyst,Medical,5,Travel_Rarely,3,113155,11,6,1,0,0,1,4,No,0,4,1,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05241,20,Female,Married,Marketing,Marketing Executive,Life Sciences,3,Travel_Rarely,5,50388,11,3,1,0,1,7,5,No,2,1,1,4,2,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05242,26,Female,Single,R&D,Data Scientist,Technical Degree,5,Travel_Rarely,9,110636,12,13,6,1,5,6,2,No,1,3,3,4,1,4,4,No,,,NA,NA,NA,Employee did not resign
EMP05243,41,Female,Married,Human Resources,HR Executive,Technical Degree,1,Travel_Rarely,19,18393,16,23,5,2,0,0,4,No,1,3,3,4,2,4,3,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05244,43,Female,Divorced,Operations,Operations Manager,Technical Degree,2,Travel_Rarely,5,61843,15,25,5,2,0,5,4,No,2,2,2,2,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05245,28,Female,Married,Marketing,Marketing Manager,Life Sciences,5,Travel_Rarely,1,69785,14,19,12,11,1,2,0,No,0,2,1,2,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05246,46,Female,Divorced,Human Resources,Recruiter,Computer Science,3,Travel_Rarely,7,49873,20,28,11,4,2,1,4,No,3,1,3,4,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP05247,45,Male,Divorced,Finance,Finance Manager,Marketing,3,Travel_Frequently,3,32113,14,27,1,0,1,0,2,Yes,2,4,2,2,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP05248,36,Male,Single,Operations,Operations Manager,Marketing,5,Travel_Rarely,4,65059,14,18,0,0,0,3,3,Yes,0,4,1,1,1,2,3,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,Yes,Promotion,No,Action didn't address the actual root cause
EMP05249,41,Male,Single,Sales,Sales Executive,Technical Degree,3,Travel_Rarely,18,51049,19,23,1,0,1,0,3,No,0,2,3,4,2,2,3,Yes,Compensation and Benefits,Left for a role offering significantly higher pay.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05250,45,Female,Divorced,R&D,Research Scientist,Business,4,Travel_Frequently,19,84768,15,27,1,0,0,4,1,No,1,2,4,2,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05251,34,Female,Married,IT,IT Support,Computer Science,4,Travel_Frequently,4,68403,11,16,2,1,2,3,3,No,1,4,1,2,3,4,4,No,,,NA,NA,NA,Employee did not resign
EMP05252,44,Female,Married,IT,Software Engineer,Business,5,Travel_Rarely,9,63237,11,26,0,0,0,2,0,No,1,4,3,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05253,27,Female,Divorced,R&D,ML Engineer,Human Resources,5,Travel_Rarely,10,85307,11,14,6,3,2,5,1,No,1,4,3,1,3,2,3,Yes,Managerial and team conflict,Left due to unresolved interpersonal conflict at work.,Yes,Manager Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP05254,46,Female,Married,Human Resources,Recruiter,Marketing,1,Travel_Frequently,3,84788,13,28,1,0,1,1,0,No,3,1,4,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05255,37,Male,Single,R&D,Data Scientist,Other,3,Travel_Frequently,8,84224,13,19,4,3,0,6,4,No,1,3,3,1,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05256,51,Female,Divorced,Human Resources,Recruiter,Marketing,5,Travel_Rarely,4,70359,11,33,8,7,0,0,3,No,1,3,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05257,39,Female,Married,Marketing,Marketing Manager,Other,3,Travel_Rarely,6,12000,16,21,1,0,1,7,3,No,1,3,2,4,4,4,3,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05258,39,Female,Divorced,Sales,Sales Executive,Computer Science,2,Travel_Rarely,1,68489,11,21,1,0,1,1,5,Yes,1,2,2,4,4,2,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Salary Hike,No,Action didn't address the actual root cause
EMP05259,38,Female,Single,Finance,Accountant,Medical,5,Travel_Rarely,2,55223,11,20,4,2,2,7,3,No,0,3,1,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05260,36,Female,Married,IT,DevOps Engineer,Business,2,Travel_Rarely,11,88494,11,18,4,2,0,4,4,No,1,3,3,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05261,42,Female,Married,Human Resources,Recruiter,Business,1,Travel_Rarely,1,60207,15,24,2,1,0,3,0,No,1,3,2,4,2,3,4,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,Yes,Promotion,No,Offer came too late; decision was already final
EMP05262,23,Female,Married,Operations,Logistics Coordinator,Medical,5,Travel_Rarely,13,69564,14,7,6,3,3,5,5,Yes,3,3,2,2,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05263,33,Female,Single,Finance,Accountant,Life Sciences,1,Travel_Rarely,3,52329,11,15,8,3,7,0,4,No,0,3,3,2,2,1,4,Yes,Managerial and team conflict,Left due to unresolved interpersonal conflict at work.,Yes,Manager Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP05264,20,Female,Divorced,IT,System Analyst,Marketing,1,Travel_Rarely,14,48659,11,3,1,0,0,0,4,No,0,4,3,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05265,35,Female,Single,Operations,Operations Executive,Life Sciences,1,Travel_Rarely,6,35945,11,17,11,4,0,3,1,Yes,2,4,2,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05266,44,Female,Divorced,Operations,Operations Manager,Other,2,Travel_Rarely,5,55876,18,26,0,0,0,7,5,Yes,1,3,2,2,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05267,36,Male,Single,R&D,Data Scientist,Human Resources,5,Travel_Rarely,3,38376,14,18,1,0,1,0,2,No,1,3,2,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05268,39,Male,Married,Operations,Operations Manager,Marketing,4,Travel_Frequently,10,27544,14,21,7,3,1,5,5,Yes,0,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05269,23,Male,Divorced,Finance,Accountant,Human Resources,4,Travel_Frequently,3,77135,18,10,4,3,0,1,4,No,2,1,2,2,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05270,60,Male,Single,Marketing,Marketing Manager,Life Sciences,3,Travel_Rarely,13,74829,11,40,8,2,0,4,5,No,2,4,3,4,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05271,42,Male,Married,Sales,Sales Representative,Life Sciences,1,Travel_Rarely,5,48316,11,24,5,2,0,7,3,Yes,2,2,1,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05272,31,Male,Married,Operations,Logistics Coordinator,Technical Degree,3,Travel_Frequently,9,55682,16,13,4,1,0,3,4,No,0,4,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05273,20,Female,Married,Operations,Operations Manager,Other,1,Travel_Frequently,2,45819,11,3,0,0,0,0,0,No,2,4,3,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05274,43,Female,Married,Human Resources,HR Manager,Computer Science,1,Travel_Frequently,9,75484,12,25,1,0,1,2,3,No,0,4,2,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05275,23,Male,Married,Human Resources,HR Executive,Life Sciences,5,Travel_Rarely,11,111422,14,8,5,1,1,3,5,Yes,3,2,2,2,4,3,3,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,Yes,Salary Hike,No,Action didn't address the actual root cause
EMP05276,24,Female,Divorced,Finance,Accountant,Computer Science,2,Travel_Rarely,7,102849,13,11,3,2,0,4,4,Yes,3,3,4,1,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05277,40,Male,Divorced,Finance,Financial Analyst,Business,2,Travel_Rarely,10,39088,16,22,2,1,1,5,1,No,0,4,4,1,3,2,3,Yes,Relocation and personal,Moving abroad for personal reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP05278,41,Female,Divorced,Finance,Finance Manager,Medical,1,Travel_Frequently,30,89513,11,23,7,4,0,3,1,No,1,2,3,4,4,4,3,Yes,Career Growth and Promotion,Accepted an offer from a more established company.,Yes,Promotion,No,Offer came too late; decision was already final
EMP05279,32,Female,Married,IT,System Analyst,Other,2,Travel_Frequently,5,41034,15,14,4,2,1,7,3,Yes,2,3,2,3,2,1,4,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05280,28,Female,Divorced,Operations,Operations Manager,Life Sciences,2,Travel_Rarely,6,88473,14,10,1,0,1,6,0,No,0,3,2,4,2,3,4,No,,,NA,NA,NA,Employee did not resign
EMP05281,43,Female,Divorced,Sales,Sales Manager,Technical Degree,5,Travel_Rarely,14,57741,18,25,1,0,1,5,3,No,1,3,4,4,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05282,28,Female,Married,R&D,Research Scientist,Business,3,Travel_Rarely,3,93286,11,10,4,2,4,1,4,No,1,3,3,1,3,2,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05283,40,Male,Single,IT,System Analyst,Computer Science,2,Travel_Rarely,13,63868,11,22,4,2,2,1,4,Yes,1,2,4,3,1,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05284,22,Male,Divorced,Finance,Accountant,Business,4,Travel_Rarely,2,71263,11,4,0,0,0,6,5,No,2,3,2,3,3,4,3,Yes,Career Growth and Promotion,Left for a brand name company on the resume.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05285,36,Female,Married,Finance,Finance Manager,Computer Science,1,Travel_Rarely,5,44179,14,18,0,0,0,0,2,No,1,4,4,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05286,43,Male,Married,Finance,Finance Manager,Business,1,Travel_Rarely,3,12000,13,25,3,2,0,5,3,No,0,1,2,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05287,25,Male,Divorced,Marketing,Marketing Manager,Medical,4,Travel_Rarely,1,34803,18,10,3,1,2,6,4,No,2,3,3,2,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05288,20,Female,Single,Finance,Accountant,Marketing,5,Travel_Rarely,5,107055,14,2,2,1,1,6,5,Yes,1,2,4,2,2,2,3,Yes,Work-Life Balance,Left seeking a role with more flexible working hours.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP05289,30,Female,Married,Marketing,Marketing Manager,Medical,3,Travel_Frequently,13,83482,16,12,5,3,0,3,4,No,0,3,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05290,28,Female,Single,IT,System Analyst,Medical,4,Travel_Frequently,1,79327,16,10,1,0,1,2,4,No,2,2,2,3,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05291,23,Male,Divorced,Human Resources,Recruiter,Technical Degree,5,Travel_Frequently,6,68543,15,13,5,1,5,6,4,Yes,1,3,4,1,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05292,35,Female,Divorced,Operations,Operations Manager,Other,3,Travel_Rarely,7,16335,15,17,2,1,2,6,4,Yes,2,2,4,3,3,2,4,Yes,Relocation and personal,Needed to relocate closer to family.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP05293,38,Female,Married,Finance,Accountant,Computer Science,3,Travel_Rarely,2,85926,14,20,3,1,2,1,3,No,0,3,3,1,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05294,47,Female,Single,IT,Software Engineer,Business,3,Travel_Frequently,15,54143,12,29,0,0,0,2,5,No,2,4,2,3,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05295,28,Female,Divorced,Human Resources,Recruiter,Technical Degree,3,Travel_Rarely,2,63687,17,10,0,0,0,3,3,No,0,3,1,2,4,3,3,Yes,Career Growth and Promotion,Expressed frustration over being overlooked for promotion.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP05296,20,Female,Divorced,R&D,ML Engineer,Other,1,Travel_Frequently,16,52408,14,13,4,2,2,4,0,No,0,2,3,4,2,4,4,No,,,NA,NA,NA,Employee did not resign
EMP05297,40,Male,Single,Human Resources,HR Manager,Life Sciences,5,Non-Travel,3,85550,11,22,6,3,0,3,4,Yes,0,3,2,4,1,1,3,Yes,Job Dissatisfaction,Reported the day-to-day work was not fulfilling.,Yes,Flexible Work,Yes,"Employee stayed despite mismatched action, likely for other reasons"
EMP05298,38,Male,Married,Human Resources,Recruiter,Computer Science,2,Travel_Rarely,1,12000,22,20,3,2,3,3,5,No,1,2,3,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05299,30,Female,Single,Human Resources,HR Executive,Business,5,Travel_Rarely,14,71553,13,12,0,0,0,2,0,Yes,1,4,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05300,32,Male,Single,Finance,Accountant,Life Sciences,1,Travel_Rarely,1,81516,16,14,0,0,0,4,5,No,1,3,3,1,3,3,4,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP05301,37,Female,Married,Sales,Sales Manager,Other,2,Travel_Rarely,10,44612,18,19,1,0,1,3,4,Yes,0,4,2,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05302,20,Female,Single,Operations,Logistics Coordinator,Medical,3,Travel_Frequently,8,77068,11,9,8,6,2,4,2,Yes,0,2,3,2,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05303,26,Female,Single,Marketing,Marketing Manager,Marketing,3,Travel_Rarely,12,56330,16,8,7,6,2,5,4,No,1,4,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05304,20,Female,Married,Human Resources,HR Manager,Human Resources,1,Travel_Frequently,6,68243,15,5,1,0,0,7,5,Yes,0,3,1,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05305,28,Female,Divorced,R&D,Data Scientist,Other,3,Travel_Rarely,3,83156,12,10,1,0,1,3,0,Yes,1,1,4,2,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05306,30,Female,Divorced,Sales,Account Manager,Business,4,Travel_Rarely,9,66581,11,12,0,0,0,6,0,No,1,4,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05307,20,Male,Single,R&D,Data Scientist,Marketing,5,Travel_Rarely,6,91811,14,12,6,4,0,0,4,Yes,1,1,3,4,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05308,26,Female,Divorced,Human Resources,HR Manager,Life Sciences,5,Travel_Rarely,20,71162,19,8,1,0,0,0,4,No,1,2,4,1,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05309,31,Female,Divorced,Operations,Logistics Coordinator,Human Resources,4,Travel_Frequently,6,85150,12,13,1,0,0,0,5,Yes,1,4,2,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05310,26,Male,Divorced,Human Resources,Recruiter,Computer Science,4,Travel_Rarely,1,56351,13,8,0,0,0,0,4,Yes,1,1,4,3,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05311,36,Female,Divorced,Sales,Sales Representative,Medical,2,Travel_Frequently,18,46845,11,18,0,0,0,1,2,No,1,1,3,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05312,35,Male,Single,Finance,Financial Analyst,Human Resources,4,Travel_Rarely,1,88377,11,17,3,1,0,1,0,Yes,1,4,4,2,3,1,3,Yes,Relocation and personal,Needed to relocate closer to family.,Yes,Flexible Work,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP05313,28,Male,Married,Sales,Sales Manager,Medical,3,Travel_Frequently,8,30051,17,11,3,2,0,5,2,No,3,3,1,4,2,4,4,Yes,Compensation and Benefits,Cited lack of salary revision despite good performance.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05314,21,Female,Divorced,Finance,Finance Manager,Medical,3,Travel_Frequently,5,59128,11,7,2,1,2,7,3,Yes,0,4,3,2,1,3,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,Yes,Flexible Work,No,Action didn't address the actual root cause
EMP05315,26,Female,Divorced,Marketing,Content Strategist,Technical Degree,3,Travel_Frequently,27,51958,13,8,0,0,0,1,0,No,2,3,3,4,2,4,4,Yes,Medical and Family,Leaving due to personal health reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP05316,28,Female,Divorced,Sales,Sales Manager,Business,1,Travel_Rarely,12,12906,11,10,0,0,0,3,3,No,0,2,1,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05317,35,Female,Married,IT,System Analyst,Business,4,Travel_Frequently,3,71213,12,17,3,2,3,6,2,No,0,3,4,4,2,2,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,Yes,Promotion,No,Action didn't address the actual root cause
EMP05318,24,Female,Single,Sales,Sales Executive,Technical Degree,5,Travel_Rarely,1,89308,11,6,2,1,1,3,4,No,0,2,4,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP05319,38,Male,Single,Operations,Logistics Coordinator,Medical,4,Travel_Rarely,3,34180,11,20,17,8,0,5,5,No,1,4,3,4,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP05320,51,Male,Divorced,Human Resources,Recruiter,Life Sciences,1,Travel_Rarely,11,12000,14,33,0,0,0,5,4,No,1,2,3,3,4,4,3,Yes,Career Growth and Promotion,Left for a brand name company on the resume.,Yes,Role Change,No,Action didn't address the actual root cause
EMP05321,36,Male,Married,Finance,Finance Manager,Other,5,Travel_Rarely,5,42298,12,18,5,4,4,0,2,No,1,3,1,3,3,2,3,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP05322,50,Female,Divorced,Operations,Operations Manager,Life Sciences,4,Travel_Rarely,25,96960,17,32,3,1,0,6,3,Yes,0,4,2,1,3,3,3,Yes,Job Dissatisfaction,Reported the day-to-day work was not fulfilling.,Yes,Manager Change,No,Action didn't address the actual root cause
EMP05323,36,Male,Divorced,IT,DevOps Engineer,Business,3,Travel_Rarely,9,12000,11,18,3,1,0,4,5,No,0,3,4,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05324,29,Female,Divorced,Marketing,Marketing Executive,Marketing,1,Travel_Frequently,7,47339,17,11,0,0,0,4,1,Yes,1,1,3,4,3,2,3,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,No,Not Applicable,No,No retention conversation initiated before exit
EMP05325,44,Male,Divorced,Marketing,Content Strategist,Computer Science,4,Travel_Rarely,7,50858,11,26,1,0,1,6,0,No,0,3,4,4,1,3,3,Yes,Managerial and team conflict,Mentioned communication issues within the immediate team.,Yes,Manager Change,No,Offer came too late; decision was already final
EMP05326,28,Male,Married,Finance,Finance Manager,Technical Degree,4,Non-Travel,3,67389,11,10,1,0,1,7,5,No,2,3,1,4,4,3,4,No,,,NA,NA,NA,Employee did not resign
EMP05327,23,Female,Divorced,Finance,Financial Analyst,Business,5,Travel_Frequently,19,78720,12,9,3,2,3,0,5,No,1,3,2,4,2,3,3,Yes,Job Dissatisfaction,Reported the day-to-day work was not fulfilling.,Yes,Role Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP05328,39,Male,Married,IT,DevOps Engineer,Life Sciences,4,Travel_Frequently,4,96225,14,21,7,5,3,2,3,No,1,2,1,3,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05329,36,Male,Married,R&D,Laboratory Technician,Medical,2,Travel_Rarely,4,41527,14,18,3,1,1,4,0,No,2,3,4,2,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP05330,24,Male,Single,R&D,Data Scientist,Life Sciences,1,Travel_Frequently,1,34386,11,9,1,0,0,1,5,No,2,1,4,2,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05331,25,Male,Divorced,Human Resources,HR Executive,Other,3,Travel_Rarely,8,80678,12,13,4,1,4,4,1,No,1,2,4,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP05332,35,Female,Divorced,R&D,ML Engineer,Technical Degree,4,Non-Travel,7,40614,25,17,1,0,1,1,3,No,2,4,2,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
